name,title,dataset_id,backends,tags,metrics,subsets,description
lcsts,,opencompass/LCSTS,OpenCompass,,,,
librispeech,LibriSpeech,lmms-lab/Librispeech-concat,EvalScope,Audio|SpeechRecognition,wer,default,"LibriSpeech is a 1,000-hour corpus of read-English speech from audiobooks, widely used to benchmark automatic speech recognition systems."
live_code_bench,Live-Code-Bench,AI-ModelScope/code_generation_lite,EvalScope,Coding,acc,release_latest,"Live Code Bench is a benchmark for evaluating code generation models on real-world coding tasks. It includes a variety of programming problems with test cases to assess the model's ability to generate correct and efficient code solutions. **By default the code is executed in local environment. We recommend using sandbox execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**"
logi_qa,LogiQA,extraordinarylab/logiqa,EvalScope,Reasoning|MCQ,acc,default,LogiQA is a dataset sourced from expert-written questions for testing human Logical reasoning.
maritime_bench,MaritimeBench,HiDolphin/MaritimeBench,EvalScope,Chinese|MCQ|Knowledge,acc,default,"MaritimeBench is a benchmark for evaluating AI models on maritime-related multiple-choice questions. It consists of questions related to maritime knowledge, where the model must select the correct answer from given options."
math,,opencompass/math,OpenCompass,,,,
math_500,MATH-500,AI-ModelScope/MATH-500,EvalScope,Math|Reasoning,acc,Level 1|Level 2|Level 3|Level 4|Level 5,"MATH-500 is a benchmark for evaluating mathematical reasoning capabilities of AI models. It consists of 500 diverse math problems across five levels of difficulty, designed to test a model's ability to solve complex mathematical problems by generating step-by-step solutions and providing the correct final answer."
math_qa,MathQA,extraordinarylab/math-qa,EvalScope,Reasoning|Math|MCQ,acc,default,MathQA dataset is gathered by using a new representation language to annotate over the AQuA-RAT dataset with fully-specified operational programs.
math_verse,MathVerse,evalscope/MathVerse,EvalScope,Math|Reasoning|MCQ|MultiModal,acc,Text Dominant|Text Lite|Vision Intensive|Vision Dominant|Vision Only,"MathVerse, an all-around visual math benchmark designed for an equitable and in-depth evaluation of MLLMs. 2,612 high-quality, multi-subject math problems with diagrams from publicly available sources. Each problem is then transformed by human annotators into six distinct versions, each offering varying degrees of information content in multi-modality, contributing to 15K test samples in total. This approach allows MathVerse to comprehensively assess whether and how much MLLMs can truly understand the visual diagrams for mathematical reasoning."
math_vision,MathVision,evalscope/MathVision,EvalScope,Math|Reasoning|MCQ|MultiModal,acc,level 1|level 2|level 3|level 4|level 5,"The MATH-Vision (MATH-V) dataset, a meticulously curated collection of 3,040 high-quality mathematical problems with visual contexts sourced from real math competitions."
math_vista,MathVista,evalscope/MathVista,EvalScope,Math|Reasoning|MCQ|MultiModal,acc,default,"MathVista is a consolidated Mathematical reasoning benchmark within Visual contexts. It consists of three newly created datasets, IQTest, FunctionQA, and PaperQA, which address the missing visual domains and are tailored to evaluate logical reasoning on puzzle test figures, algebraic reasoning over functional plots, and scientific reasoning with academic paper figures, respectively. It also incorporates 9 MathQA datasets and 19 VQA datasets from the literature, which significantly enrich the diversity and complexity of visual perception and mathematical reasoning challenges within our benchmark. In total, MathVista includes 6,141 examples collected from 31 different datasets."
mbpp,MBPP,google-research-datasets/mbpp,EvalScope|OpenCompass,Coding,acc,full,"MBPP (Mostly Basic Python Problems Dataset): The benchmark consists of around 1,000 crowd-sourced Python programming problems, designed to be solvable by entry level programmers, covering programming fundamentals, standard library functionality, and so on. Each problem consists of a task description, code solution and 3 automated test cases.**Sandbox environment is needed for execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**"
mbpp_plus,MBPP-Plus,evalscope/mbppplus,EvalScope,Coding,acc,default,"MBPP Plus is a fortified version of the Mostly Basic Python Problems (MBPP) benchmark, created to improve the reliability of evaluating basic programming synthesis. It addresses quality issues in the original dataset—such as incorrect reference code or ambiguous problem statements—and significantly increases the test coverage for each problem. By combining sanitized data with a vast array of rigorous, automated test cases, MBPP Plus ensures that models are assessed on their ability to produce robust, functionally correct solutions rather than code that simply passes a few trivial checks.
**By default the code is executed in local environment. We recommend using sandbox execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**
"
med_mcqa,Med-MCQA,extraordinarylab/medmcqa,EvalScope,Knowledge|MCQ,acc,default,MedMCQA is a large-scale MCQA dataset designed to address real-world medical entrance exam questions.
mgsm,MGSM,evalscope/mgsm,EvalScope,Math|Reasoning|MultiLingual,acc,en|es|fr|de|ru|zh|ja|th|sw|bn|te,"Multilingual Grade School Math Benchmark (MGSM) is a benchmark of grade-school math problems, proposed in the paper Language models are multilingual chain-of-thought reasoners."
micro_vqa,MicroVQA,evalscope/MicroVQA,EvalScope,Knowledge|MCQ|MultiModal|Medical,acc,default,MicroVQA is expert-curated benchmark for multimodal reasoning for microscopy-based scientific research
minerva_math,Minerva-Math,knoveleng/Minerva-Math,EvalScope,Math|Reasoning,acc,default,"Minerva-math is a benchmark designed to evaluate the mathematical and quantitative reasoning capabilities of LLMs. It consists of **272 problems** sourced primarily from **MIT OpenCourseWare** courses, covering advanced STEM subjects such as solid-state chemistry, astronomy, differential equations, and special relativity at the **university and graduate level**."
mit_movie_trivia,MIT-Movie-Trivia,extraordinarylab/mit-movie-trivia,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"The MIT-Movie-Trivia dataset, originally created for slot filling, is modified by ignoring some slot types (e.g. genre, rating) and merging others (e.g. director and actor in person, and song and movie title in title) in order to keep consistent named entity types across all datasets."
mit_restaurant,MIT-Restaurant,extraordinarylab/mit-restaurant,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"The MIT-Restaurant dataset is a collection of restaurant review text specifically curated for training and testing Natural Language Processing (NLP) models, particularly for Named Entity Recognition (NER). It contains sentences from real reviews, along with corresponding labels in the BIO format."
mm_bench,MMBench,lmms-lab/MMBench,EvalScope,MultiModal|Knowledge|QA,acc,cn|en,MMBench is a comprehensive evaluation pipeline comprised of meticulously curated multimodal dataset and a novel circulareval strategy using ChatGPT. It is comprised of 20 ability dimensions defined by MMBench. It also contains chinese version with translated question.
mm_star,MMStar,evalscope/MMStar,EvalScope,MultiModal|Knowledge|MCQ,acc,coarse perception|fine-grained perception|instance reasoning|logical reasoning|math|science & technology,"MMStar: an elite vision-indispensible multi-modal benchmark, aiming to ensure each curated sample exhibits visual dependency, minimal data leakage, and requires advanced multi-modal capabilities."
mmlu,MMLU,cais/mmlu,EvalScope|OpenCompass,Knowledge|MCQ,acc,abstract_algebra|anatomy|astronomy|business_ethics|clinical_knowledge|college_biology|college_chemistry|college_computer_science|college_mathematics|college_medicine|college_physics|computer_security|conceptual_physics|econometrics|electrical_engineering|elementary_mathematics|formal_logic|global_facts|high_school_biology|high_school_chemistry|high_school_computer_science|high_school_european_history|high_school_geography|high_school_government_and_politics|high_school_macroeconomics|high_school_mathematics|high_school_microeconomics|high_school_physics|high_school_psychology|high_school_statistics|high_school_us_history|high_school_world_history|human_aging|human_sexuality|international_law|jurisprudence|logical_fallacies|machine_learning|management|marketing|medical_genetics|miscellaneous|moral_disputes|moral_scenarios|nutrition|philosophy|prehistory|professional_accounting|professional_law|professional_medicine|professional_psychology|public_relations|security_studies|sociology|us_foreign_policy|virology|world_religions,"The MMLU (Massive Multitask Language Understanding) benchmark is a comprehensive evaluation suite designed to assess the performance of language models across a wide range of subjects and tasks. It includes multiple-choice questions from various domains, such as history, science, mathematics, and more, providing a robust measure of a model's understanding and reasoning capabilities."
mmlu_pro,MMLU-Pro,TIGER-Lab/MMLU-Pro,EvalScope,MCQ|Knowledge,acc,computer science|math|chemistry|engineering|law|biology|health|physics|business|philosophy|economics|other|psychology|history,"MMLU-Pro is a benchmark for evaluating language models on multiple-choice questions across various subjects. It includes questions from different domains, where the model must select the correct answer from given options."
mmlu_redux,MMLU-Redux,AI-ModelScope/mmlu-redux-2.0,EvalScope,MCQ|Knowledge,acc,abstract_algebra|anatomy|astronomy|business_ethics|clinical_knowledge|college_biology|college_chemistry|college_computer_science|college_mathematics|college_medicine|college_physics|computer_security|conceptual_physics|econometrics|electrical_engineering|elementary_mathematics|formal_logic|global_facts|high_school_biology|high_school_chemistry|high_school_computer_science|high_school_european_history|high_school_geography|high_school_government_and_politics|high_school_macroeconomics|high_school_mathematics|high_school_microeconomics|high_school_physics|high_school_psychology|high_school_statistics|high_school_us_history|high_school_world_history|human_aging|human_sexuality|international_law|jurisprudence|logical_fallacies|machine_learning|management|marketing|medical_genetics|miscellaneous|moral_disputes|moral_scenarios|nutrition|philosophy|prehistory|professional_accounting|professional_law|professional_medicine|professional_psychology|public_relations|security_studies|sociology|us_foreign_policy|virology|world_religions,"MMLU-Redux is a benchmark for evaluating language models on multiple-choice questions across various subjects. It includes questions from different domains, where the model must select the correct answer from given options. The bad answers are corrected."
mmmu,MMMU,AI-ModelScope/MMMU,EvalScope,MultiModal|Knowledge|QA,acc,Accounting|Agriculture|Architecture_and_Engineering|Art|Art_Theory|Basic_Medical_Science|Biology|Chemistry|Clinical_Medicine|Computer_Science|Design|Diagnostics_and_Laboratory_Medicine|Economics|Electronics|Energy_and_Power|Finance|Geography|History|Literature|Manage|Marketing|Materials|Math|Mechanical_Engineering|Music|Pharmacy|Physics|Psychology|Public_Health|Sociology,"MMMU (A Massive Multi-discipline Multimodal Understanding and Reasoning Benchmark for Expert AGI) benchmark designed to evaluate multimodal models on massive multi-discipline tasks demanding college-level subject knowledge and deliberate reasoning. MMMU includes 11.5K meticulously collected multimodal questions from college exams, quizzes, and textbooks, covering six core disciplines: Art & Design, Business, Science, Health & Medicine, Humanities & Social Science, and Tech & Engineering. These questions span 30 subjects and 183 subfields, comprising 30 highly heterogeneous image types, such as charts, diagrams, maps, tables, music sheets, and chemical structures."
mmmu_pro,MMMU-PRO,AI-ModelScope/MMMU_Pro,EvalScope,MultiModal|Knowledge|MCQ,acc,Accounting|Agriculture|Architecture_and_Engineering|Art|Art_Theory|Basic_Medical_Science|Biology|Chemistry|Clinical_Medicine|Computer_Science|Design|Diagnostics_and_Laboratory_Medicine|Economics|Electronics|Energy_and_Power|Finance|Geography|History|Literature|Manage|Marketing|Materials|Math|Mechanical_Engineering|Music|Pharmacy|Physics|Psychology|Public_Health|Sociology,"MMMU-Pro is an enhanced multimodal benchmark designed to rigorously assess the true understanding capabilities of advanced AI models across multiple modalities. It builds upon the original MMMU benchmark by introducing several key improvements that make it more challenging and realistic, ensuring that models are evaluated on their genuine ability to integrate and comprehend both visual and textual information."
mri_mcqa,MRI-MCQA,extraordinarylab/mri-mcqa,EvalScope,Knowledge|MCQ|Medical,acc,default,MRI-MCQA is a benchmark composed by multiple-choice questions related to Magnetic Resonance Imaging (MRI).
multi_if,Multi-IF,facebook/Multi-IF,EvalScope,InstructionFollowing|MultiLingual|MultiTurn,prompt_level_strict|inst_level_strict|prompt_level_loose|inst_level_loose,Chinese|English|German|Italian|Vietnamese|Spanish|Hindi|Portuguese|French|Thai|Russian,Multi-IF is a benchmark designed to evaluate the performance of LLM models' capabilities in multi-turn instruction following within a multilingual environment.
multi_nerd,MultiNERD,extraordinarylab/multi-nerd,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"MultiNERD is a large-scale, multilingual, and multi-genre dataset for fine-grained Named Entity Recognition, automatically generated from Wikipedia and Wikinews, covering 10 languages and 15 distinct entity categories."
multiple_humaneval,MultiPL-E HumanEval,evalscope/MultiPL-E,EvalScope,Coding,acc,humaneval-cpp|humaneval-ts|humaneval-sh|humaneval-cs|humaneval-go|humaneval-java|humaneval-lua|humaneval-js|humaneval-php|humaneval-pl|humaneval-rkt|humaneval-r|humaneval-rs|humaneval-scala|humaneval-swift|humaneval-rb|humaneval-d|humaneval-jl,"This multilingual HumanEval was from MultiPL-E. 18 languages were implemented and tested. **Sandbox environment is needed for execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**"
multiple_mbpp,MultiPL-E MBPP,evalscope/MultiPL-E,EvalScope,Coding,acc,mbpp-cpp|mbpp-ts|mbpp-sh|mbpp-cs|mbpp-go|mbpp-java|mbpp-lua|mbpp-js|mbpp-php|mbpp-pl|mbpp-rkt|mbpp-r|mbpp-rs|mbpp-scala|mbpp-swift|mbpp-rb|mbpp-d|mbpp-jl,"This multilingual MBPP was from MultiPL-E. 18 languages were implemented and tested. **Sandbox environment is needed for execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**"
music_trivia,MusicTrivia,extraordinarylab/music-trivia,EvalScope,Knowledge|MCQ,acc,default,"MusicTrivia is a curated dataset of multiple-choice questions covering both classical and modern music topics. It includes questions about composers, musical periods, and popular artists, designed for evaluating factual recall and domain-specific music knowledge."
musr,MuSR,AI-ModelScope/MuSR,EvalScope,Reasoning|MCQ,acc,murder_mysteries|object_placements|team_allocation,"MuSR is a benchmark for evaluating AI models on multiple-choice questions related to murder mysteries, object placements, and team allocation."
ncbi,NCBI,extraordinarylab/ncbi,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,The NCBI disease corpus is a manually annotated resource of PubMed abstracts designed for disease name recognition and normalization.
needle_haystack,Needle-in-a-Haystack,AI-ModelScope/Needle-in-a-Haystack-Corpus,EvalScope,Retrieval|LongContext,acc,english|chinese,Needle in a Haystack is a benchmark focused on information retrieval tasks. It requires the model to find specific information within a large corpus of text. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/needle_haystack.html)
nq,,opencompass/natural_question,OpenCompass,,,,
obqa,,opencompass/openbookqa_test,OpenCompass,,,,
ocnli,,opencompass/OCNLI-dev,OpenCompass,,,,
ocnli_fc,,./data/FewCLUE/ocnli/dev_few_all.json,OpenCompass,,,,
ocr_bench,OCRBench,evalscope/OCRBench,EvalScope,MultiModal|Knowledge|QA,acc,Regular Text Recognition|Irregular Text Recognition|Artistic Text Recognition|Handwriting Recognition|Digit String Recognition|Non-Semantic Text Recognition|Scene Text-centric VQA|Doc-oriented VQA|Key Information Extraction|Handwritten Mathematical Expression Recognition,"OCRBench is a comprehensive evaluation benchmark designed to assess the OCR capabilities of Large Multimodal Models. It comprises five components: Text Recognition, SceneText-Centric VQA, Document-Oriented VQA, Key Information Extraction, and Handwritten Mathematical Expression Recognition. The benchmark includes 1000 question-answer pairs, and all the answers undergo manual verification and correction to ensure a more precise evaluation."
ocr_bench_v2,OCRBench-v2,evalscope/OCRBench_v2,EvalScope,MultiModal|Knowledge|QA,acc,APP agent en|ASCII art classification en|key information extraction cn|key information extraction en|key information mapping en|VQA with position en|chart parsing en|cognition VQA cn|cognition VQA en|diagram QA en|document classification en|document parsing cn|document parsing en|formula recognition cn|formula recognition en|handwritten answer extraction cn|math QA en|full-page OCR cn|full-page OCR en|reasoning VQA en|reasoning VQA cn|fine-grained text recognition en|science QA en|table parsing cn|table parsing en|text counting en|text grounding en|text recognition en|text spotting en|text translation cn,"OCRBench v2 is a large-scale bilingual text-centric benchmark with currently the most comprehensive set of tasks (4x more tasks than the previous multi-scene benchmark OCRBench), the widest coverage of scenarios (31 diverse scenarios including street scene, receipt, formula, diagram, and so on), and thorough evaluation metrics, with a total of 10, 000 human-verified question-answering pairs and a high proportion of difficult samples."
olympiad_bench,OlympiadBench,AI-ModelScope/OlympiadBench,EvalScope,Math|Reasoning,acc,OE_MM_maths_en_COMP|OE_MM_maths_zh_CEE|OE_MM_maths_zh_COMP|OE_MM_physics_en_COMP|OE_MM_physics_zh_CEE|OE_TO_maths_en_COMP|OE_TO_maths_zh_CEE|OE_TO_maths_zh_COMP|OE_TO_physics_en_COMP|OE_TO_physics_zh_CEE|TP_MM_maths_en_COMP|TP_MM_maths_zh_CEE|TP_MM_maths_zh_COMP|TP_MM_physics_en_COMP|TP_TO_maths_en_COMP|TP_TO_maths_zh_CEE|TP_TO_maths_zh_COMP|TP_TO_physics_en_COMP,"OlympiadBench is an Olympiad-level bilingual multimodal scientific benchmark, featuring 8,476 problems from Olympiad-level mathematics and physics competitions, including the Chinese college entrance exam. In the subsets: `OE` stands for `Open-Ended`, `TP` stands for `Theorem Proving`, `MM` stands for `Multimodal`, `TO` stands for `Text-Only`, `CEE` stands for `Chinese Entrance Exam`, `COMP` stands for `Comprehensive`. **Note: The `TP` subsets can't be evaluated with auto-judge for now**."
omni_bench,OmniBench,m-a-p/OmniBench,EvalScope,MultiModal|Knowledge|MCQ,acc,default,"OmniBench, a pioneering universal multimodal benchmark designed to rigorously evaluate MLLMs' capability to recognize, interpret, and reason across visual, acoustic, and textual inputs simultaneously."
omni_doc_bench,OmniDocBench,evalscope/OmniDocBench_tsv,EvalScope,MultiModal|Knowledge|QA,text_block|display_formula|table|reading_order,default,"OmniDocBench is an evaluation dataset for diverse document parsing in real-world scenarios, with the following characteristics:
- Diverse Document Types: The evaluation set contains 1355 PDF pages, covering 9 document types, 4 layout types and 3 language types. It has broad coverage including academic papers, financial reports, newspapers, textbooks, handwritten notes, etc.
- Rich Annotations: Contains location information for 15 block-level (text paragraphs, titles, tables, etc., over 20k in total) and 4 span-level (text lines, inline formulas, superscripts/subscripts, etc., over 80k in total) document elements, as well as recognition results for each element region (text annotations, LaTeX formula annotations, tables with both LaTeX and HTML annotations). OmniDocBench also provides reading order annotations for document components. Additionally, it includes various attribute labels at page and block levels, with 5 page attribute labels, 3 text attribute labels and 6 table attribute labels.
**The evaluation in EvalScope implements the `end2end` and `quick_match` methods from the official [OmniDocBench-v1.5 repository](https://github.com/opendatalab/OmniDocBench).**
"
ontonotes5,OntoNotes5,extraordinarylab/ontonotes5,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"OntoNotes Release 5.0 is a large, multilingual corpus containing text in English, Chinese, and Arabic across various genres like news, weblogs, and broadcast conversations. It is richly annotated with multiple layers of linguistic information, including syntax, predicate-argument structure, word sense, named entities, and coreference to support research and development in natural language processing."
openai_mrcr,OpenAI MRCR,openai-mirror/mrcr,EvalScope,LongContext|Retrieval,mrcr_score,default,"Memory-Recall with Contextual Retrieval (MRCR). Evaluates retrieval and recall in long contexts by placing 2, 4 or 8 needles in the prompt. Measures whether the model can correctly extract and use them. "
piqa,PIQA,extraordinarylab/piqa,EvalScope|OpenCompass,Reasoning|Commonsense|MCQ,acc,default,PIQA addresses the challenging task of reasoning about physical commonsense in natural language.
poly_math,PolyMath,evalscope/PolyMath,EvalScope,Math|Reasoning|MultiLingual,acc,en|zh|ar|bn|de|es|fr|id|it|ja|ko|ms|pt|ru|sw|te|th|vi,"PolyMath is a multilingual mathematical reasoning benchmark covering 18 languages and 4 easy-to-hard difficulty levels, with 9,000 high-quality problem samples. Our benchmark ensures difficulty comprehensiveness, language diversity, and high-quality translation, making it a highly discriminative multilingual mathematical benchmark in the era of reasoning LLMs."
pope,POPE,lmms-lab/POPE,EvalScope,MultiModal|Hallucination|Yes/No,accuracy|precision|recall|f1_score|yes_ratio,popular|adversarial|random,"POPE (Polling-based Object Probing Evaluation) is a benchmark designed to evaluate object hallucination in large vision-language models (LVLMs). It tests models by having them answer simple yes/no questions about the presence of specific objects in an image. This method helps measure how accurately a model's responses align with the visual content, with a focus on identifying instances where models claim objects exist that are not actually present. The benchmark employs various sampling strategies, including random, popular, and adversarial sampling, to create a robust set of questions for assessment."
process_bench,ProcessBench,Qwen/ProcessBench,EvalScope,Math|Reasoning,error_acc|correct_acc|simple_f1_score,gsm8k|math|olympiadbench|omnimath,"ProcessBench is a benchmark for evaluating AI models on mathematical reasoning tasks. It includes various subsets such as GSM8K, Math, OlympiadBench, and OmniMath, each with its own set of problems that require step-by-step reasoning to arrive at the correct answer."
pubmedqa,PubMedQA,extraordinarylab/pubmed-qa,EvalScope,Knowledge|Yes/No,accuracy|precision|recall|f1_score|yes_ratio|maybe_ratio,default,PubMedQA reasons over biomedical research texts to answer the multiple-choice questions.
qasc,QASC,extraordinarylab/qasc,EvalScope,Knowledge|MCQ,acc,default,"QASC is a question-answering dataset with a focus on sentence composition. It consists of 9,980 8-way multiple-choice questions about grade school science."
race,RACE,evalscope/race,EvalScope|OpenCompass,Reasoning|MCQ,acc,high|middle,RACE is a benchmark for testing reading comprehension and reasoning abilities of neural models. It is constructed from Chinese middle and high school examinations.
real_world_qa,RealWorldQA,lmms-lab/RealWorldQA,EvalScope,MultiModal|Knowledge|QA,acc,default,"RealWorldQA is a benchmark designed to evaluate the real-world spatial understanding capabilities of multimodal AI models, contributed by XAI. It assesses how well these models comprehend physical environments. The benchmark consists of 700+ images, each accompanied by a question and a verifiable answer. These images are drawn from real-world scenarios, including those captured from vehicles. The goal is to advance AI models' understanding of our physical world."
refcoco,RefCOCO,lmms-lab/RefCOCO,EvalScope,Knowledge|MultiModal|Grounding|ImageCaptioning,IoU|ACC@0.1|ACC@0.3|ACC@0.5|ACC@0.7|ACC@0.9|Center_ACC|Bleu_1|Bleu_2|Bleu_3|Bleu_4|METEOR|ROUGE_L|CIDEr,test|val|testA|testB,"The RefCOCO dataset is a collection of images, object bounding boxes, and free-form natural-language referring expressions intended for training and evaluating models on the task of Referring Expression Comprehension (REC). It was created by collecting expressions on Amazon Mechanical Turk that uniquely describe a target object inside a MSCOCO image, and then asking other Turkers to click on the corresponding object."
scicode,SciCode,evalscope/SciCode,EvalScope,Coding,main_problem_pass_rate|subproblem_pass_rate,default,"SciCode is a challenging benchmark designed to evaluate the capabilities of language models (LMs) in generating code for solving realistic scientific research problems. It has a diverse coverage of 16 subdomains from 5 domains: Physics, Math, Material Science, Biology, and Chemistry. Unlike previous benchmarks that consist of exam-like question-answer pairs, SciCode is converted from real research problems. SciCode problems naturally factorize into multiple subproblems, each involving knowledge recall, reasoning, and code synthesis. **Sandbox environment is needed for execution to safely run and evaluate the generated code, please refer to the [documentation](https://evalscope.readthedocs.io/en/latest/user_guides/sandbox.html) for more details.**"
science_qa,ScienceQA,AI-ModelScope/ScienceQA,EvalScope,Knowledge|MCQ|MultiModal,acc,default,"ScienceQA is a multimodal benchmark consisting of multiple-choice science questions derived from elementary and high school curricula. It covers a diverse range of subjects, including natural science, social science, and language science. A key feature of this benchmark is that most questions are accompanied by both image and text contexts, and are annotated with detailed lectures and explanations that support the correct answer, facilitating research into models that can generate chains of thought."
sciq,SciQ,extraordinarylab/sciq,EvalScope,ReadingComprehension|Knowledge|MCQ,acc,default,"The SciQ dataset contains crowdsourced science exam questions about Physics, Chemistry and Biology, among others. For the majority of the questions, an additional paragraph with supporting evidence for the correct answer is provided."
seed_bench_2_plus,SEED-Bench-2-Plus,evalscope/SEED-Bench-2-Plus,EvalScope,Knowledge|Reasoning|MCQ|MultiModal,acc,chart|web|map,"SEED-Bench-2-Plus is a large-scale benchmark to evaluate Multimodal Large Language Models (MLLMs). It consists of 2.3K multiple-choice questions with precise human annotations, spanning three broad categories: Charts, Maps, and Webs, each of which covers a wide spectrum of text-rich scenarios in the real world."
simple_qa,SimpleQA,evalscope/SimpleQA,EvalScope,Knowledge|QA,is_correct|is_incorrect|is_not_attempted,default,SimpleQA is a benchmark designed to evaluate the performance of language models on simple question-answering tasks. It includes a set of straightforward questions that require basic reasoning and understanding capabilities.
simple_vqa,SimpleVQA,m-a-p/SimpleVQA,EvalScope,Reasoning|MultiModal|QA,acc,default,"SimpleVQA, the first comprehensive multi-modal benchmark to evaluate the factuality ability of MLLMs to answer natural language short questions. SimpleVQA is characterized by six key features: it covers multiple tasks and multiple scenarios, ensures high quality and challenging queries, maintains static and timeless reference answers, and is straightforward to evaluate."
siqa,SIQA,extraordinarylab/siqa,EvalScope|OpenCompass,Commonsense|Reasoning|MCQ,acc,default,"Social Interaction QA (SIQA) is a question-answering benchmark for testing social commonsense intelligence. Contrary to many prior benchmarks that focus on physical or taxonomic knowledge, Social IQa focuses on reasoning about people's actions and their social implications."
storycloze,,opencompass/xstory_cloze,OpenCompass,,,,
strategyqa,,opencompass/strategy_qa,OpenCompass,,,,
summedits,,opencompass/summedits,OpenCompass,,,,
super_gpqa,SuperGPQA,m-a-p/SuperGPQA,EvalScope,Knowledge|MCQ,acc,"Electronic Science and Technology|Philosophy|Traditional Chinese Medicine|Applied Economics|Mathematics|Physics|Clinical Medicine|Computer Science and Technology|Information and Communication Engineering|Control Science and Engineering|Theoretical Economics|Law|History|Basic Medicine|Education|Materials Science and Engineering|Electrical Engineering|Systems Science|Power Engineering and Engineering Thermophysics|Military Science|Biology|Business Administration|Language and Literature|Public Health and Preventive Medicine|Political Science|Chemistry|Hydraulic Engineering|Chemical Engineering and Technology|Pharmacy|Geography|Art Studies|Architecture|Forestry Engineering|Public Administration|Oceanography|Journalism and Communication|Nuclear Science and Technology|Weapon Science and Technology|Naval Architecture and Ocean Engineering|Environmental Science and Engineering|Transportation Engineering|Geology|Physical Oceanography|Musicology|Stomatology|Aquaculture|Mechanical Engineering|Aeronautical and Astronautical Science and Technology|Civil Engineering|Mechanics|Petroleum and Natural Gas Engineering|Sociology|Food Science and Engineering|Agricultural Engineering|Surveying and Mapping Science and Technology|Metallurgical Engineering|Library, Information and Archival Management|Mining Engineering|Astronomy|Geological Resources and Geological Engineering|Atmospheric Science|Optical Engineering|Animal Husbandry|Geophysics|Crop Science|Management Science and Engineering|Psychology|Forestry|Textile Science and Engineering|Veterinary Medicine|Instrument Science and Technology|Physical Education","SuperGPQA is a large-scale multiple-choice question answering dataset, designed to evaluate the generalization ability of models across different fields. It contains 26,000+ questions from 50+ fields, with each question having 10 options."
swe_bench_lite,SWE-bench_Lite,princeton-nlp/SWE-bench_Lite,EvalScope,Coding,acc,default,"SWE-bench Lite is subset of SWE-bench, a dataset that tests systems' ability to solve GitHub issues automatically. The dataset collects 300 test Issue-Pull Request pairs from 11 popular Python. Evaluation is performed by unit test verification using post-PR behavior as the reference solution. Need to run `pip install swebench==4.1.0` before evaluating. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/swe_bench.html)"
swe_bench_verified,SWE-bench_Verified,princeton-nlp/SWE-bench_Verified,EvalScope,Coding,acc,default,"SWE-bench Verified is a subset of 500 samples from the SWE-bench test set, which have been human-validated for quality. SWE-bench is a dataset that tests systems' ability to solve GitHub issues automatically. Need to run `pip install swebench==4.1.0` before evaluating. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/swe_bench.html)"
swe_bench_verified_mini,SWE-bench_Verified_mini,evalscope/swe-bench-verified-mini,EvalScope,Coding,acc,default,"SWEBench-verified-mini is a subset of SWEBench-verified that uses 50 instead of 500 datapoints, requires 5GB instead of 130GB of storage and has approximately the same distribution of performance, test pass rates and difficulty as the original dataset. Need to run `pip install swebench==4.1.0` before evaluating. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/swe_bench.html)"
tau2_bench,τ²-bench,evalscope/tau2-bench-data,EvalScope,FunctionCalling|Reasoning|Agent,,airline|retail|telecom,"τ²-bench (Tau Squared Bench) is an extension and enhancement of the original τ-bench (Tau Bench), which is a benchmark designed to evaluate conversational AI agents that interact with users through domain-specific API tools and guidelines. Please install it with `pip install git+https://github.com/sierra-research/tau2-bench@v0.2.0` before evaluating and set a user model. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/tau2_bench.html)"
tau_bench,τ-bench,https://github.com/sierra-research/tau-bench,EvalScope,FunctionCalling|Reasoning|Agent,,airline|retail,A benchmark emulating dynamic conversations between a user (simulated by language models) and a language agent provided with domain-specific API tools and policy guidelines. Please install it with `pip install git+https://github.com/sierra-research/tau-bench` before evaluating and set a user model. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/tau_bench.html)
